comment,aspects
As with everything it’s generally only an issue when not working. The app does everything I need BUT it is so so often “experiencing technical difficulties “ and won’t open or will log you out. One star because this happens so often now,['824.account-management.account-access.0']
Waaa monese is the best app I love it I had a problem with a money transfer it took like 28 days but it arrived and it is the important thing <3,['824.company-brand.competitor.0']
It is the best bank account I have ever had.,"['824.company-brand.general-satisfaction.0', '824.company-brand.competitor.0']"
Since I installed the latest update the app now crashes on startup.,['824.online-experience.updates-versions.0']
Thanks Have a Nice Day (Sunny Day) 🤠😇🌟🇬🇧 Regards Peter/58homeB90/UK,['824.company-brand.general-satisfaction.0']
Excelent banking service and quick support,['824.company-brand.general-satisfaction.0']
"love it when ever i need to do online banking it works straight away no problems at all, also check my balances anytime with no problems",['824.company-brand.convenience.0']
"1 thing missing is the ability to set-up and manage direct debits and standing orders. Otherwise, great for keeping track and moving money.",['824.company-brand.general-satisfaction.0']
Whopper. The currency exchange option is fucki*g class.,['824.company-brand.general-satisfaction.0']
Perfect and punctual and respectful,['824.company-brand.general-satisfaction.0']
Cannot be without this app. Simple as that!,['824.company-brand.convenience.0']
Is perfect in all senses,['824.company-brand.general-satisfaction.0']
I nearly always have to switch my phone off then on again to log in as it never seems yo work first time,['824.account-management.account-access.0']
Seriously - I have been waiting in the phone now for 45 minutes - this is beyond a joke when people have lives to live ! It used to be so good and now the service is shockingly bad.,['824.company-brand.general-satisfaction.0']
Friendly and very useful on vacation,['824.company-brand.convenience.0']
wont update. sucks,['824.online-experience.updates-versions.0']
It works really well.,['824.company-brand.general-satisfaction.0']
"Simplistic and modern way of banking, which cuts out the faff, but still dots the I’s and crosses the T’s.",['824.company-brand.general-satisfaction.0']
"Account as ok as possible! All transparent and intuitive. The free card came within 4 business days. 

When creating an account, enter the referral code: tomaszi1279",['824.company-brand.general-satisfaction.0']
"Non-europians who live in Europa are not equally treated like EU Citizens.. Yet, n26 benefits from them aw mauch! This is a Shame!",['824.company-brand.general-satisfaction.0']
"The NatWest app that I had to delete after iOS 11 update was way better you could have multiple companies on the same log in and check daily balances for all! This new app only supports one company what a disaster, really unhappy about this and affecting how I bank, support said they were working on it but it’s not happing fast enough, not impressed with this at all!!!","['824.account-management.account-access.0', '824.company-brand.convenience.0']"
Mobile apk is very useful Thank you,['824.company-brand.convenience.0']
Easy to use. English display. amazing,['824.online-experience.language.0']
Util mereu 👍,"['824.company-brand.general-satisfaction.0', '824.company-brand.convenience.0']"
"The app has some major flaws from the last update. I will change my rating after the next fix, if it improves.",['824.online-experience.updates-versions.0']
I love Nationwide and everything they offer,['824.company-brand.general-satisfaction.0']
Fantastic usage and features,['824.company-brand.general-satisfaction.0']
